,_id,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
971,65c21d0abf85afd03721af46,312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.523602176
972,65c21d0abf85afd03721af47,145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.744174488
973,65c21d0abf85afd03721af48,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.147687824
974,65c21d0abf85afd03721af49,148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.526310044
975,65c21d0abf85afd03721af4a,277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.57833058
976,65c21d0abf85afd03721af4b,298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.865852044
977,65c21d0abf85afd03721af4c,313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.053469468
978,65c21d0abf85afd03721af4d,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.991086848
979,65c21d0abf85afd03721af4e,289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.247292176
980,65c21d0abf85afd03721af4f,147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.922658848
981,65c21d0abf85afd03721af50,145.4,0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.535882756
982,65c21d0abf85afd03721af51,312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.10382116
983,65c21d0abf85afd03721af52,136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.073134492
984,65c21d0abf85afd03721af53,154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.738159024
985,65c21d0abf85afd03721af54,255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798802996
986,65c21d0abf85afd03721af55,272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.171030112
987,65c21d0abf85afd03721af56,162.0,190.1,148.1,178.8,18.8,838.1,741.4,28.0,33.762260768
988,65c21d0abf85afd03721af57,153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012
989,65c21d0abf85afd03721af58,146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924
990,65c21d0abf85afd03721af59,151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.349864196
991,65c21d0abf85afd03721af5a,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.215586252
992,65c21d0abf85afd03721af5b,143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42357812
993,65c21d0abf85afd03721af5c,303.6,139.9,0.0,213.5,6.2,895.5,722.5,28.0,33.419591196
994,65c21d0abf85afd03721af5d,374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.056057496
995,65c21d0abf85afd03721af5e,158.6,148.9,116.0,175.1,15.0,953.3,719.7,28.0,27.681082448
996,65c21d0abf85afd03721af5f,152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28.0,26.859916532
997,65c21d0abf85afd03721af60,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.304778484
998,65c21d0abf85afd03721af61,304.8,0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12320644
999,65c21d0abf85afd03721af62,150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.569747032
1000,65c21d0abf85afd03721af63,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.611855104
1001,65c21d0abf85afd03721af64,297.8,137.2,106.9,201.3,6.0,878.4,655.3,28.0,53.524711356
1002,65c21d0abf85afd03721af65,321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.218234288
1003,65c21d0abf85afd03721af66,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268
1004,65c21d0abf85afd03721af67,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.826961644
1005,65c21d0abf85afd03721af68,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28.0,33.399596392
1006,65c21d0abf85afd03721af69,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.033934256
1007,65c21d0abf85afd03721af6a,155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28.0,37.363393916
1008,65c21d0abf85afd03721af6b,160.2,188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.314271244
1009,65c21d0abf85afd03721af6c,298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.6440906
1010,65c21d0abf85afd03721af6d,317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.06200298
1011,65c21d0abf85afd03721af6e,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.798273424
1012,65c21d0abf85afd03721af6f,325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.23581094
1013,65c21d0abf85afd03721af70,355.9,0.0,141.6,193.3,11.0,801.4,778.4,28.0,40.8686899
1014,65c21d0abf85afd03721af71,132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517132
1015,65c21d0abf85afd03721af72,322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.426376088
1016,65c21d0abf85afd03721af73,164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.091250688
1017,65c21d0abf85afd03721af74,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.461039708
1018,65c21d0abf85afd03721af75,321.4,0.0,127.9,182.5,11.5,870.1,779.7,28.0,37.265488324
1019,65c21d0abf85afd03721af76,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.22532884
1020,65c21d0abf85afd03721af77,288.4,121.0,0.0,177.4,7.0,907.9,829.5,28.0,42.140083644
1021,65c21d0abf85afd03721af78,298.2,0.0,107.0,209.7,11.1,879.6,744.2,28.0,31.875164956
1022,65c21d0abf85afd03721af79,264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307952
1023,65c21d0abf85afd03721af7a,159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28.0,39.455953576
1024,65c21d0abf85afd03721af7b,166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.917043144
1025,65c21d0abf85afd03721af7c,276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.284354004
1026,65c21d0abf85afd03721af7d,322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.178794196
1027,65c21d0abf85afd03721af7e,148.5,139.4,108.6,192.7,6.1,892.4,780.0,28.0,23.696600644
1028,65c21d0abf85afd03721af7f,159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,32.768036376
1029,65c21d0abf85afd03721af80,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.401235144
